# SwiftFloris — Zipf-scale frequency table (French)
# ROADMAP §7 Next-3.2 / docs/archive/SWIFTKEY_PARITY_ROADMAP_2026-05-17 §B1.
# Generated from rspeer/wordfreq 3.1.1 top_n_list + zipf_frequency output.
# Zipf values generated from rspeer/wordfreq 3.1.1 (Apache-2.0); one word<TAB>zipf line per entry.
# Seed top-1000 table; full corpus-sized tables belong in dictionary-pack addons.
travers	5.06
allemagne	5.05
annonce	5.05
arrêter	5.05
bientôt	5.05
chemin	5.05
demi	5.05
différents	5.05
directeur	5.05
espace	5.05
liberté	5.05
mariage	5.05
new	5.05
organisation	5.05
passage	5.05
présence	5.05
sein	5.05
sort	5.05
zone	5.05
économie	5.05
bureau	5.04
compagnie	5.04
entrée	5.04
mains	5.04
moyenne	5.04
ok	5.04
pied	5.04
presse	5.04
prise	5.04
réalité	5.04
social	5.04
sorte	5.04
université	5.04
utiliser	5.04
œuvre	5.04
accès	5.03
commission	5.03
différentes	5.03
dimanche	5.03
départ	5.03
générale	5.03
lit	5.03
marie	5.03
mauvais	5.03
numéro	5.03
puisque	5.03
regarder	5.03
soient	5.03
soleil	5.03
taux	5.03
travailler	5.03
voie	5.03
acheter	5.02
afrique	5.02
attendre	5.02
bras	5.02
charge	5.02
ex	5.02
finalement	5.02
fini	5.02
haute	5.02
manger	5.02
marque	5.02
moyens	5.02
perdre	5.02
pièces	5.02
pratique	5.02
sociale	5.02
victoire	5.02
vérité	5.02
ben	5.01
cherche	5.01
communauté	5.01
domaine	5.01
idées	5.01
monsieur	5.01
nombreuses	5.01
o	5.01
payer	5.01
peuple	5.01
proche	5.01
publié	5.01
quant	5.01
reçu	5.01
répondre	5.01
suivre	5.01
administration	5.00
auprès	5.00
code	5.00
demandé	5.00
entendu	5.00
faisant	5.00
gagner	5.00
honneur	5.00
journal	5.00
matière	5.00
ouest	5.00
permis	5.00
rapidement	5.00
retrouver	5.00
résultat	5.00
sept	5.00
soirée	5.00
sol	5.00
sport	5.00
téléphone	5.00
version	5.00
and	4.99
armes	4.99
arriver	4.99
arrivée	4.99
coeur	4.99
construction	4.99
devoir	4.99
double	4.99
information	4.99
jusqu'au	4.99
midi	4.99
mission	4.99
moitié	4.99
page	4.99
particulièrement	4.99
pièce	4.99
pourra	4.99
prochaine	4.99
prêt	4.99
rend	4.99
technique	4.99
union	4.99
v	4.99
voyage	4.99
énergie	4.99
éviter	4.99
arrête	4.98
articles	4.98
bord	4.98
combien	4.98
continue	4.98
contraire	4.98
courant	4.98
derniers	4.98
devait	4.98
entendre	4.98
faits	4.98
faute	4.98
fera	4.98
finale	4.98
heureux	4.98
impossible	4.98
joueur	4.98
longue	4.98
nécessaire	4.98
paul	4.98
porter	4.98
pouvait	4.98
samedi	4.98
sang	4.98
second	4.98
style	4.98
sérieux	4.98
terrain	4.98
villes	4.98
église	4.98
comprends	4.97
créer	4.97
décision	4.97
défense	4.97
désormais	4.97
frais	4.97
g	4.97
hôtel	4.97
instant	4.97
livres	4.97
majorité	4.97
modèle	4.97
obtenir	4.97
outre	4.97
paix	4.97
puisse	4.97
rappelle	4.97
solution	4.97
tandis	4.97
actuellement	4.96
assemblée	4.96
bande	4.96
commencé	4.96
commune	4.96
comprend	4.96
contrat	4.96
faux	4.96
forces	4.96
groupes	4.96
international	4.96
morts	4.96
note	4.96
suffit	4.96
total	4.96
tôt	4.96
vol	4.96
voulu	4.96
éléments	4.96
avenir	4.95
bons	4.95
critique	4.95
dehors	4.95
dernières	4.95
devenu	4.95
directement	4.95
discours	4.95
dur	4.95
explique	4.95
forte	4.95
fête	4.95
informations	4.95
joueurs	4.95
maître	4.95
personnel	4.95
petites	4.95
premières	4.95
preuve	4.95
prison	4.95
propose	4.95
vendredi	4.95
éducation	4.95
adresse	4.94
apprendre	4.94
attaque	4.94
avance	4.94
ceci	4.94
court	4.94
dos	4.94
endroit	4.94
essayer	4.94
exactement	4.94
grave	4.94
huit	4.94
lumière	4.94
meilleurs	4.94
médias	4.94
retrouve	4.94
régime	4.94
toutefois	4.94
activités	4.93
arrière	4.93
bonnes	4.93
commencer	4.93
commerce	4.93
complètement	4.93
faite	4.93
films	4.93
grosse	4.93
habitants	4.93
michel	4.93
montrer	4.93
physique	4.93
quartier	4.93
rendez	4.93
telle	4.93
territoire	4.93
unique	4.93
vente	4.93
via	4.93
vis	4.93
appelé	4.92
arrivé	4.92
changement	4.92
concernant	4.92
connaître	4.92
cul	4.92
européenne	4.92
f	4.92
lettre	4.92
lieux	4.92
lyon	4.92
parole	4.92
pieds	4.92
principe	4.92
prochain	4.92
projets	4.92
radio	4.92
relations	4.92
règles	4.92
