# SwiftFloris — Zipf-scale frequency table (German)
# ROADMAP §7 Next-3.2 / docs/archive/SWIFTKEY_PARITY_ROADMAP_2026-05-17 §B1.
# Generated from rspeer/wordfreq 3.1.1 top_n_list + zipf_frequency output.
# Zipf values generated from rspeer/wordfreq 3.1.1 (Apache-2.0); one word<TAB>zipf line per entry.
# Seed top-1000 table; full corpus-sized tables belong in dictionary-pack addons.
hallo	5.06
hinaus	5.06
langsam	5.06
menge	5.06
meter	5.06
mindestens	5.06
musst	5.06
selber	5.06
sicherheit	5.06
spieler	5.06
drauf	5.05
erklärt	5.05
erster	5.05
gefühl	5.05
gleichen	5.05
km	5.05
laufen	5.05
medien	5.05
saison	5.05
tv	5.05
verschiedene	5.05
weiterhin	5.05
ziehen	5.05
überall	5.05
antwort	5.04
bahn	5.04
berliner	5.04
dennoch	5.04
dezember	5.04
gesicht	5.04
guter	5.04
machte	5.04
monate	5.04
seien	5.04
somit	5.04
thomas	5.04
toll	5.04
tragen	5.04
vergleich	5.04
versuchen	5.04
entscheidung	5.03
gedanken	5.03
gehören	5.03
gemeinde	5.03
gutes	5.03
herz	5.03
jahres	5.03
januar	5.03
jeweils	5.03
nutzen	5.03
nähe	5.03
siehe	5.03
sinn	5.03
stuttgart	5.03
sucht	5.03
vorher	5.03
welcher	5.03
bereit	5.02
daten	5.02
deinem	5.02
falsch	5.02
fertig	5.02
foto	5.02
häufig	5.02
interesse	5.02
kultur	5.02
könig	5.02
la	5.02
luft	5.02
lösung	5.02
nen	5.02
reihe	5.02
schöne	5.02
stimme	5.02
boden	5.01
bruder	5.01
erreichen	5.01
februar	5.01
frankreich	5.01
fussball	5.01
heraus	5.01
informationen	5.01
kennt	5.01
kritik	5.01
manche	5.01
neuer	5.01
nochmal	5.01
opfer	5.01
passt	5.01
plötzlich	5.01
region	5.01
richtige	5.01
schwarz	5.01
seid	5.01
setzt	5.01
situation	5.01
sonntag	5.01
unten	5.01
warten	5.01
wirtschaft	5.01
anderer	5.00
bevölkerung	5.00
darin	5.00
deutscher	5.00
firma	5.00
gedacht	5.00
geschrieben	5.00
gewinnen	5.00
hohen	5.00
kamen	5.00
kleiner	5.00
kreis	5.00
körper	5.00
lass	5.00
länger	5.00
mitglieder	5.00
nachrichten	5.00
punkt	5.00
rede	5.00
typ	5.00
verein	5.00
verwendet	5.00
zeiten	5.00
ausbildung	4.99
beginn	4.99
beispielsweise	4.99
deswegen	4.99
ergebnis	4.99
eure	4.99
freundin	4.99
gestellt	4.99
grünen	4.99
kenne	4.99
kindern	4.99
licht	4.99
markt	4.99
mittlerweile	4.99
monat	4.99
offen	4.99
politiker	4.99
politische	4.99
rechte	4.99
regel	4.99
russland	4.99
solchen	4.99
staat	4.99
teilweise	4.99
unserem	4.99
weder	4.99
acht	4.98
bedeutung	4.98
europäischen	4.98
fc	4.98
folgenden	4.98
gefallen	4.98
hälfte	4.98
lag	4.98
martin	4.98
programm	4.98
reicht	4.98
schüler	4.98
selten	4.98
sieben	4.98
sowas	4.98
text	4.98
unbedingt	4.98
unterwegs	4.98
verbindung	4.98
wenigstens	4.98
zeitung	4.98
zuvor	4.98
ahnung	4.97
bürger	4.97
eins	4.97
erfahrung	4.97
erklären	4.97
erzählt	4.97
funktioniert	4.97
grad	4.97
grösste	4.97
hohe	4.97
indem	4.97
kampf	4.97
kraft	4.97
mache	4.97
monaten	4.97
nahm	4.97
okay	4.97
politischen	4.97
projekt	4.97
präsident	4.97
punkte	4.97
sport	4.97
tat	4.97
zimmer	4.97
zuerst	4.97
alleine	4.96
druck	4.96
entfernt	4.96
facebook	4.96
fehlt	4.96
genauso	4.96
grössten	4.96
hans	4.96
herren	4.96
hört	4.96
lediglich	4.96
liste	4.96
schauen	4.96
soweit	4.96
stimmen	4.96
wochenende	4.96
beginnt	4.95
bietet	4.95
dran	4.95
dritten	4.95
durchaus	4.95
erwartet	4.95
fallen	4.95
gehe	4.95
inzwischen	4.95
komplett	4.95
kunden	4.95
müsste	4.95
niemals	4.95
on	4.95
schau	4.95
schritt	4.95
staaten	4.95
unterstützung	4.95
verfügung	4.95
verlassen	4.95
wenige	4.95
wirst	4.95
wählen	4.95
angebot	4.94
bett	4.94
blieb	4.94
einzelnen	4.94
erneut	4.94
gefahr	4.94
gefällt	4.94
genannt	4.94
google	4.94
hilft	4.94
klein	4.94
linie	4.94
max	4.94
natur	4.94
schuld	4.94
top	4.94
wahrheit	4.94
worte	4.94
wusste	4.94
öffentlichen	4.94
aufs	4.93
co	4.93
etc	4.93
gibt's	4.93
gmbh	4.93
hey	4.93
it	4.93
k	4.93
